No.,Location,Price,BD,BA,sq..ft.,URL,Image,Sold,Pending,PriceChange,Listed,Days_in_Market,Days_to_Pending
143,"10506 Nicholas St, Omaha, NE 68114","$265,000 ",3 bds,2 ba,"1,820 sqft",'https://www.zillow.com/homedetails/10506-Nicholas-St-Omaha-NE-68114/75841103_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/15/2023,Yes,11/7/2023,70,38
144,"10506 Nicholas St, Omaha, NE 68114","$265,000 ",3 bds,2 ba,"1,820 sqft",'https://www.zillow.com/homedetails/10506-Nicholas-St-Omaha-NE-68114/75841103_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/15/2023,Yes,11/7/2023,70,38
308,"3807 N 189th St, Elkhorn, NE 68022","$527,000 ",4 bds,3 ba,"2,856 sqft",https://www.zillow.com/homedetails/3807-N-189th-St-Elkhorn-NE-68022/181016072_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,1/9/2024,No,12/7/2023,70,33
432,"20109 Wirt St, Elkhorn, NE 68022","$350,000 ",3 bds,2 ba,"2,187 sqft",'https://www.zillow.com/homedetails/20109-Wirt-St-Elkhorn-NE-68022/91933950_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/30/2024,12/6/2023,No,11/21/2023,70,15
450,"15757 Burdette St, Omaha, NE 68116","$603,000 ",6 bds,5 ba,"4,618 sqft",'https://www.zillow.com/homedetails/15757-Burdette-St-Omaha-NE-68116/75884516_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,11/15/2023,No,11/10/2023,70,5
451,"15757 Burdette St, Omaha, NE 68116","$603,000 ",6 bds,5 ba,"4,618 sqft",'https://www.zillow.com/homedetails/15757-Burdette-St-Omaha-NE-68116/75884516_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,11/15/2023,No,11/10/2023,70,5
145,"4705 Franklin St, Omaha, NE 68104","$162,000 ",2 bds,1 ba,774 sqft,'https://www.zillow.com/homedetails/4705-Franklin-St-Omaha-NE-68104/118794124_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,1/21/2024,Yes,12/14/2023,71,38
146,"4732 N 167th Ave, Omaha, NE 68116","$357,000 ",4 bds,4 ba,"2,602 sqft",'https://www.zillow.com/homedetails/4732-N-167th-Ave-Omaha-NE-68116/121788919_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/14/2024,Yes,12/7/2023,71,38
147,"18425 Boyd St, Elkhorn, NE 68022","$585,000 ",5 bds,4 ba,"3,136 sqft",'https://www.zillow.com/homedetails/18425-Boyd-St-Elkhorn-NE-68022/250206504_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,1/31/2024,Yes,12/3/2023,71,59
433,"2107 S 197th St, Omaha, NE 68130","$549,000 ",4 bds,3 ba,"3,222 sqft",'https://www.zillow.com/homedetails/2107-S-197th-St-Omaha-NE-68130/119784859_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/6/2024,No,11/16/2023,71,51
148,"3718 Saratoga St, Omaha, NE 68111","$189,500 ",3 bds,2 ba,"1,275 sqft",'https://www.zillow.com/homedetails/3718-Saratoga-St-Omaha-NE-68111/75856712_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,12/21/2023,Yes,11/29/2023,72,22
149,"312 S 16th St APT 902, Omaha, NE 68102","$197,500 ",2 bds,2 ba,"1,040 sqft",'https://www.zillow.com/homedetails/312-S-16th-St-APT-902-Omaha-NE-68102/2144432528_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/27/2024,Yes,11/28/2023,72,60
150,"18615 Alder Cir, Omaha, NE 68136","$490,000 ",4 bds,4 ba,"2,992 sqft",'https://www.zillow.com/homedetails/18615-Alder-Cir-Omaha-NE-68136/122922670_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/29/2024,12/4/2023,Yes,11/18/2023,72,16
151,"200 S 31st Ave APT 4508, Omaha, NE 68131","$472,000 ",2 bds,3 ba,"1,614 sqft",'https://www.zillow.com/homedetails/200-S-31st-Ave-APT-4508-Omaha-NE-68131/118766913_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,12/26/2023,Yes,11/13/2023,72,43
340,"17015 Burdette St, Omaha, NE 68116","$480,000 ",4 bds,3 ba,"3,097 sqft",'https://www.zillow.com/homedetails/17015-Burdette-St-Omaha-NE-68116/118836180_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,12/18/2023,No,12/5/2023,72,13
445,"14724 Shirley St, Omaha, NE 68144","$351,500 ",3 bds,3 ba,"2,184 sqft",'https://www.zillow.com/homedetails/14724-Shirley-St-Omaha-NE-68144/75891722_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,11/19/2023,No,11/15/2023,72,4
448,"6417 N 39th St, Omaha, NE 68111","$125,000 ",3 bds,1 ba,820 sqft,'https://www.zillow.com/homedetails/6417-N-39th-St-Omaha-NE-68111/75767568_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/9/2023,No,11/6/2023,72,33
449,"6417 N 39th St, Omaha, NE 68111","$125,000 ",3 bds,1 ba,820 sqft,'https://www.zillow.com/homedetails/6417-N-39th-St-Omaha-NE-68111/75767568_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/9/2023,No,11/6/2023,72,33
152,"14709 Emiline St, Omaha, NE 68138","$262,000 ",3 bds,2 ba,"1,988 sqft",'https://www.zillow.com/homedetails/14709-Emiline-St-Omaha-NE-68138/58586125_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/28/2024,Yes,12/5/2023,73,54
153,"2428 S 139th Cir, Omaha, NE 68144","$325,000 ",4 bds,3 ba,"2,525 sqft",'https://www.zillow.com/homedetails/2428-S-139th-Cir-Omaha-NE-68144/75852672_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/28/2023,Yes,11/21/2023,73,37
154,"5007 Lafayette Ave, Omaha, NE 68132","$345,000 ",3 bds,2 ba,"2,156 sqft",'https://www.zillow.com/homedetails/5007-Lafayette-Ave-Omaha-NE-68132/75881587_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/27/2023,Yes,11/21/2023,73,36
155,"2921 S 26th St, Omaha, NE 68105","$107,000 ",2 bds,1 ba,748 sqft,'https://www.zillow.com/homedetails/2921-S-26th-St-Omaha-NE-68105/75834931_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/22/2023,Yes,11/10/2023,73,42
156,"2921 S 26th St, Omaha, NE 68105","$107,000 ",2 bds,1 ba,748 sqft,'https://www.zillow.com/homedetails/2921-S-26th-St-Omaha-NE-68105/75834931_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/22/2023,Yes,11/10/2023,73,42
157,"18418 Boyd St, Elkhorn, NE 68022","$507,900 ",4 bds,3 ba,"2,596 sqft",'https://www.zillow.com/homedetails/18418-Boyd-St-Elkhorn-NE-68022/250204975_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/22/2023,Yes,11/9/2023,74,43
158,"18418 Boyd St, Elkhorn, NE 68022","$507,900 ",4 bds,3 ba,"2,596 sqft",'https://www.zillow.com/homedetails/18418-Boyd-St-Elkhorn-NE-68022/250204975_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/22/2023,Yes,11/9/2023,74,43
159,"3302 S 106th St, Omaha, NE 68124","$363,750 ",5 bds,3 ba,"2,113 sqft",'https://www.zillow.com/homedetails/3302-S-106th-St-Omaha-NE-68124/75828569_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/13/2024,1/13/2024,Yes,11/30/2023,75,44
160,"2710 N 202nd Ave, Omaha, NE 68022","$350,000 ",3 bds,3 ba,"1,870 sqft",'https://www.zillow.com/homedetails/2710-N-202nd-Ave-Omaha-NE-68022/244068129_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/1/2023,Yes,11/12/2023,75,19
161,"2117 Ohio St, Omaha, NE 68110","$125,000 ",3 bds,2 ba,"1,345 sqft",'https://www.zillow.com/homedetails/2117-Ohio-St-Omaha-NE-68110/75844233_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/3/2024,Yes,11/17/2023,76,47
162,"10814 Potter St, Omaha, NE 68142","$264,000 ",3 bds,2 ba,"1,304 sqft",'https://www.zillow.com/homedetails/10814-Potter-St-Omaha-NE-68142/91932473_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,12/2/2023,Yes,11/9/2023,76,23
163,"4313 N 56th St, Omaha, NE 68104","$160,000 ",2 bds,2 ba,"1,150 sqft",'https://www.zillow.com/homedetails/4313-N-56th-St-Omaha-NE-68104/75763531_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,11/12/2023,Yes,11/1/2023,76,11
164,"4313 N 56th St, Omaha, NE 68104","$160,000 ",2 bds,2 ba,"1,150 sqft",'https://www.zillow.com/homedetails/4313-N-56th-St-Omaha-NE-68104/75763531_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,11/12/2023,Yes,11/1/2023,76,11
165,"529 N 32nd St, Omaha, NE 68131","$299,900 ",2 bds,3 ba,"1,406 sqft",'https://www.zillow.com/homedetails/529-N-32nd-St-Omaha-NE-68131/250205669_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,1/12/2024,Yes,12/8/2023,77,35
166,"6506 N 40th St, Omaha, NE 68112","$175,000 ",3 bds,2 ba,"1,216 sqft",'https://www.zillow.com/homedetails/6506-N-40th-St-Omaha-NE-68112/75806321_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,1/25/2024,Yes,12/5/2023,77,51
167,"21508 Old Coach Rd, Elkhorn, NE 68022","$275,000 ",3 bds,2 ba,"1,526 sqft",'https://www.zillow.com/homedetails/21508-Old-Coach-Rd-Elkhorn-NE-68022/75882159_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/6/2024,1/4/2024,Yes,11/21/2023,77,44
168,"11776 Deer Creek Dr, Omaha, NE 68142","$675,000 ",5 bds,5 ba,"4,439 sqft",'https://www.zillow.com/homedetails/11776-Deer-Creek-Dr-Omaha-NE-68142/75783273_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/23/2024,Yes,11/17/2023,77,67
169,"11706 N Post Rd, Omaha, NE 68112","$335,000 ",3 bds,4 ba,"2,432 sqft",'https://www.zillow.com/homedetails/11706-N-Post-Rd-Omaha-NE-68112/75850404_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/8/2023,Yes,11/6/2023,77,32
170,"11706 N Post Rd, Omaha, NE 68112","$335,000 ",3 bds,4 ba,"2,432 sqft",'https://www.zillow.com/homedetails/11706-N-Post-Rd-Omaha-NE-68112/75850404_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/8/2023,Yes,11/6/2023,77,32
452,"17602 Prestwick Ave, Omaha, NE 68136","$600,000 ",4 bds,4 ba,"4,290 sqft",'https://www.zillow.com/homedetails/17602-Prestwick-Ave-Omaha-NE-68136/6645642_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/21/2023,No,11/17/2023,77,34
469,"18655 Van Camp Dr, Omaha, NE 68130","$475,000 ",4 bds,5 ba,"3,897 sqft",'https://www.zillow.com/homedetails/18655-Van-Camp-Dr-Omaha-NE-68130/75804422_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/13/2023,No,11/2/2023,77,41
470,"18655 Van Camp Dr, Omaha, NE 68130","$475,000 ",4 bds,5 ba,"3,897 sqft",'https://www.zillow.com/homedetails/18655-Van-Camp-Dr-Omaha-NE-68130/75804422_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/13/2023,No,11/2/2023,77,41
171,"4544 N 49th St, Omaha, NE 68104","$65,000 ",2 bds,1 ba,855 sqft,'https://www.zillow.com/homedetails/4544-N-49th-St-Omaha-NE-68104/75855693_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,2/15/2024,Yes,12/5/2023,78,72
172,"1135 S 33rd St, Omaha, NE 68105","$191,500 ",2 bds,1 ba,825 sqft,'https://www.zillow.com/homedetails/1135-S-33rd-St-Omaha-NE-68105/75838984_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/13/2024,1/9/2024,Yes,11/27/2023,78,43
173,"2325 N 79th St #2B, Omaha, NE 68134","$170,000 ",2 bds,2 ba,"1,402 sqft",'https://www.zillow.com/homedetails/2325-N-79th-St-2B-Omaha-NE-68134/2054535074_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/3/2024,Yes,11/22/2023,78,42
174,"14626 Curtis Ave, Omaha, NE 68116","$345,000 ",4 bds,3 ba,"2,430 sqft",'https://www.zillow.com/homedetails/14626-Curtis-Ave-Omaha-NE-68116/118804489_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/28/2023,Yes,11/15/2023,79,43
175,"105 N 31st Ave APT 902, Omaha, NE 68131","$206,000 ",2 bds,2 ba,"1,050 sqft",'https://www.zillow.com/homedetails/105-N-31st-Ave-APT-902-Omaha-NE-68131/91933839_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/8/2024,Yes,11/8/2023,79,61
176,"20610 Hartman Ave, Elkhorn, NE 68022","$705,000 ",5 bds,4 ba,"3,496 sqft",'https://www.zillow.com/homedetails/20610-Hartman-Ave-Elkhorn-NE-68022/2065500114_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/16/2023,Yes,11/8/2023,79,38
457,"2701 Country Club Ave, Omaha, NE 68104","$480,000 ",4 bds,3 ba,"2,871 sqft",'https://www.zillow.com/homedetails/2701-Country-Club-Ave-Omaha-NE-68104/75851649_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/5/2024,No,11/29/2023,79,37
177,"6442 Read St, Omaha, NE 68152","$255,000 ",3 bds,2 ba,"2,132 sqft",'https://www.zillow.com/homedetails/6442-Read-St-Omaha-NE-68152/75867895_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/27/2023,Yes,11/7/2023,80,50
178,"13716 Shirley Cir, Omaha, NE 68144","$380,000 ",3 bds,3 ba,"2,458 sqft",'https://www.zillow.com/homedetails/13716-Shirley-Cir-Omaha-NE-68144/75817436_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/4/2024,Yes,11/13/2023,81,52
179,"120 S 31st Ave APT 5503, Omaha, NE 68131","$448,500 ",2 bds,2 ba,"1,310 sqft",'https://www.zillow.com/homedetails/120-S-31st-Ave-APT-5503-Omaha-NE-68131/123427469_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/19/2024,Yes,11/17/2023,82,63
180,"1710 S 173rd Ct, Omaha, NE 68130","$314,900 ",3 bds,3 ba,"1,905 sqft",'https://www.zillow.com/homedetails/1710-S-173rd-Ct-Omaha-NE-68130/75869622_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/30/2024,12/16/2023,Yes,11/9/2023,82,37
368,"1726 N 176th Plz, Omaha, NE 68118","$270,000 ",3 bds,3 ba,"1,720 sqft",'https://www.zillow.com/homedetails/1726-N-176th-Plz-Omaha-NE-68118/118866025_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,12/15/2023,No,11/22/2023,82,23
466,"17112 Cypress Dr, Omaha, NE 68136","$730,000 ",4 bds,6 ba,"3,867 sqft",'https://www.zillow.com/homedetails/17112-Cypress-Dr-Omaha-NE-68136/58588294_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/15/2023,No,11/10/2023,82,35
181,"207 S 26th Ave APT 7, Omaha, NE 68131","$140,000 ",2 bds,1 ba,"1,092 sqft",'https://www.zillow.com/homedetails/207-S-26th-Ave-APT-7-Omaha-NE-68131/91924353_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/8/2024,Yes,11/25/2023,83,75
182,"16002 Greenleaf St, Omaha, NE 68136","$265,000 ",3 bds,2 ba,"1,348 sqft",'https://www.zillow.com/homedetails/16002-Greenleaf-St-Omaha-NE-68136/68285281_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/2/2024,Yes,11/17/2023,84,46
183,"15375 Page St, Omaha, NE 68154","$305,000 ",4 bds,3 ba,"2,065 sqft",'https://www.zillow.com/homedetails/15375-Page-St-Omaha-NE-68154/75897632_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/22/2024,Yes,11/17/2023,84,66
184,"3211 Paddock Rd, Omaha, NE 68124","$310,000 ",3 bds,3 ba,"2,132 sqft",'https://www.zillow.com/homedetails/3211-Paddock-Rd-Omaha-NE-68124/75804609_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/17/2023,Yes,11/8/2023,84,39
185,"3715 N 44th Ave, Omaha, NE 68111","$88,000 ",2 bds,1 ba,810 sqft,'https://www.zillow.com/homedetails/3715-N-44th-Ave-Omaha-NE-68111/75813960_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/24/2024,Yes,11/8/2023,84,77
186,"5235 NW Radial Hwy, Omaha, NE 68104","$150,000 ",2 bds,1 ba,"1,026 sqft",'https://www.zillow.com/homedetails/5235-NW-Radial-Hwy-Omaha-NE-68104/118875048_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/20/2023,Yes,11/3/2023,84,47
187,"14470 Grand Ave, Omaha, NE 68116","$325,000 ",4 bds,3 ba,"2,422 sqft",'https://www.zillow.com/homedetails/14470-Grand-Ave-Omaha-NE-68116/75821790_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,1/16/2024,Yes,10/30/2023,84,78
188,"14470 Grand Ave, Omaha, NE 68116","$325,000 ",4 bds,3 ba,"2,422 sqft",'https://www.zillow.com/homedetails/14470-Grand-Ave-Omaha-NE-68116/75821790_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,1/16/2024,Yes,10/30/2023,84,78
189,"16517 Frederick Cir, Omaha, NE 68130","$500,000 ",4 bds,4 ba,"3,761 sqft",'https://www.zillow.com/homedetails/16517-Frederick-Cir-Omaha-NE-68130/75809567_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/5/2023,Yes,10/27/2023,84,39
190,"16517 Frederick Cir, Omaha, NE 68130","$500,000 ",4 bds,4 ba,"3,761 sqft",'https://www.zillow.com/homedetails/16517-Frederick-Cir-Omaha-NE-68130/75809567_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/5/2023,Yes,10/27/2023,84,39
191,"506 S 27th St, Omaha, NE 68105","$219,000 ",7 bds,3 ba,"2,222 sqft",'https://www.zillow.com/homedetails/506-S-27th-St-Omaha-NE-68105/75789130_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/24/2024,Yes,11/16/2023,85,69
192,"5117 S 48th St, Omaha, NE 68117","$130,000 ",2 bds,1 ba,672 sqft,'https://www.zillow.com/homedetails/5117-S-48th-St-Omaha-NE-68117/75819511_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/29/2024,Yes,11/16/2023,85,74
193,"2713 N 182nd St, Elkhorn, NE 68022","$663,000 ",5 bds,5 ba,"3,746 sqft",'https://www.zillow.com/homedetails/2713-N-182nd-St-Elkhorn-NE-68022/2056283252_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/25/2024,1/3/2024,Yes,11/1/2023,85,63
194,"21225 Joseph St, Elkhorn, NE 68022","$800,000 ",4 bds,4 ba,"2,758 sqft",'https://www.zillow.com/homedetails/21225-Joseph-St-Elkhorn-NE-68022/331526448_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/12/2024,Yes,10/26/2023,85,78
195,"21225 Joseph St, Elkhorn, NE 68022","$800,000 ",4 bds,4 ba,"2,758 sqft",'https://www.zillow.com/homedetails/21225-Joseph-St-Elkhorn-NE-68022/331526448_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/12/2024,Yes,10/26/2023,85,78
196,"125 N 38th Ave, Omaha, NE 68131","$435,000 ",5 bds,5 ba,"3,502 sqft",'https://www.zillow.com/homedetails/125-N-38th-Ave-Omaha-NE-68131/75863695_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,1/21/2024,Yes,11/29/2023,86,53
197,"4819 J St, Omaha, NE 68117","$235,000 ",4 bds,2 ba,"1,459 sqft",'https://www.zillow.com/homedetails/4819-J-St-Omaha-NE-68117/75900538_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/29/2023,Yes,11/1/2023,86,58
198,"18169 Honeysuckle Dr, Elkhorn, NE 68022","$427,500 ",3 bds,2 ba,"1,622 sqft",'https://www.zillow.com/homedetails/18169-Honeysuckle-Dr-Elkhorn-NE-68022/91918996_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,10/25/2023,86,48
199,"18169 Honeysuckle Dr, Elkhorn, NE 68022","$427,500 ",3 bds,2 ba,"1,622 sqft",'https://www.zillow.com/homedetails/18169-Honeysuckle-Dr-Elkhorn-NE-68022/91918996_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,10/25/2023,86,48
200,"5260 N 110th Cir, Omaha, NE 68164","$298,500 ",4 bds,3 ba,"2,374 sqft",'https://www.zillow.com/homedetails/5260-N-110th-Cir-Omaha-NE-68164/75801961_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/8/2024,Yes,11/13/2023,87,56
201,"7727 S 162nd St, Omaha, NE 68136","$270,000 ",3 bds,3 ba,"1,700 sqft",'https://www.zillow.com/homedetails/7727-S-162nd-St-Omaha-NE-68136/61712662_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/1/2024,Yes,11/7/2023,87,55
202,"7631 Bondesson St, Omaha, NE 68122","$267,000 ",3 bds,2 ba,"1,509 sqft",'https://www.zillow.com/homedetails/7631-Bondesson-St-Omaha-NE-68122/75769977_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/25/2024,12/23/2023,Yes,10/30/2023,87,54
324,"7504 N 107th St, Omaha, NE 68122","$295,000 ",3 bds,2 ba,"1,494 sqft",'https://www.zillow.com/homedetails/7504-N-107th-St-Omaha-NE-68122/91921651_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,11/1/2023,No,10/27/2023,87,5
325,"7504 N 107th St, Omaha, NE 68122","$295,000 ",3 bds,2 ba,"1,494 sqft",'https://www.zillow.com/homedetails/7504-N-107th-St-Omaha-NE-68122/91921651_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,11/1/2023,No,10/27/2023,87,5
