No.,Location,Price,BD,BA,sq..ft.,URL,Image,Sold,Pending,PriceChange,Listed,Days_in_Market,Days_to_Pending
1,"7213 Northridge Dr, Omaha, NE 68112","$90,000 ",2 bds,1 ba,"1,180 sqft",'https://www.zillow.com/homedetails/7213-Northridge-Dr-Omaha-NE-68112/2062552936_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/26/2024,Yes,1/24/2024,8,2
2,"2921 N 120th St, Omaha, NE 68164","$270,000 ",3 bds,2 ba,"1,593 sqft",'https://www.zillow.com/homedetails/2921-N-120th-St-Omaha-NE-68164/2065147124_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,2/12/2024,Yes,2/10/2024,11,2
3,"3262 Valley St, Omaha, NE 68105","$92,000 ",2 bds,1 ba,864 sqft,'https://www.zillow.com/homedetails/3262-Valley-St-Omaha-NE-68105/75803569_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,2/5/2024,Yes,1/29/2024,11,7
296,"3637 Ellison Ave, Omaha, NE 68111","$168,000 ",4 bds,2 ba,"1,696 sqft",https://www.zillow.com/homedetails/3637-Ellison-Ave-Omaha-NE-68111/75805818_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/6/2024,No,2/3/2024,13,3
404,"11730 Roanoke Blvd, Omaha, NE 68164","$271,000 ",3 bds,3 ba,"1,834 sqft",'https://www.zillow.com/homedetails/11730-Roanoke-Blvd-Omaha-NE-68164/75796380_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,1/8/2024,No,1/4/2024,13,4
405,"11730 Roanoke Blvd, Omaha, NE 68164","$271,000 ",3 bds,3 ba,"1,834 sqft",'https://www.zillow.com/homedetails/11730-Roanoke-Blvd-Omaha-NE-68164/75796380_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,1/8/2024,No,1/4/2024,13,4
413,"6621 S 27th St, Omaha, NE 68107","$120,000 ",2 bds,1 ba,"1,408 sqft",'https://www.zillow.com/homedetails/6621-S-27th-St-Omaha-NE-68107/75838853_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,1/8/2024,No,1/3/2024,13,5
414,"6621 S 27th St, Omaha, NE 68107","$120,000 ",2 bds,1 ba,"1,408 sqft",'https://www.zillow.com/homedetails/6621-S-27th-St-Omaha-NE-68107/75838853_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,1/8/2024,No,1/3/2024,13,5
4,"14667 Sahler Ct, Omaha, NE 68116","$195,000 ",2 bds,2 ba,"1,056 sqft",'https://www.zillow.com/homedetails/14667-Sahler-Ct-Omaha-NE-68116/91919328_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,1/3/2024,Yes,1/3/2024,14,0
5,"14667 Sahler Ct, Omaha, NE 68116","$195,000 ",2 bds,2 ba,"1,056 sqft",'https://www.zillow.com/homedetails/14667-Sahler-Ct-Omaha-NE-68116/91919328_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,1/3/2024,Yes,1/3/2024,14,0
402,"2824 Ruggles St, Omaha, NE 68111","$115,000 ",4 bds,2 ba,"1,529 sqft",'https://www.zillow.com/homedetails/2824-Ruggles-St-Omaha-NE-68111/75814325_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,2/1/2024,No,1/25/2024,14,7
403,"806 N 78th St, Omaha, NE 68114","$190,000 ",3 bds,1 ba,934 sqft,'https://www.zillow.com/homedetails/806-N-78th-St-Omaha-NE-68114/75843668_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/5/2024,No,2/2/2024,14,3
440,"14820 Seward Plz, Omaha, NE 68154","$300,000 ",3 bds,3 ba,"2,363 sqft",'https://www.zillow.com/homedetails/14820-Seward-Plz-Omaha-NE-68154/118725383_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/7/2024,No,1/5/2024,14,2
441,"14820 Seward Plz, Omaha, NE 68154","$300,000 ",3 bds,3 ba,"2,363 sqft",'https://www.zillow.com/homedetails/14820-Seward-Plz-Omaha-NE-68154/118725383_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/7/2024,No,1/5/2024,14,2
446,"9927 Essex Dr, Omaha, NE 68114","$950,000 ",5 bds,6 ba,"5,624 sqft",'https://www.zillow.com/homedetails/9927-Essex-Dr-Omaha-NE-68114/75771438_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/19/2024,2/13/2024,No,2/5/2024,14,8
455,"2406 S 49th Ave, Omaha, NE 68106","$215,000 ",2 bds,2 ba,"1,309 sqft",'https://www.zillow.com/homedetails/2406-S-49th-Ave-Omaha-NE-68106/75830333_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/29/2024,No,1/26/2024,14,3
6,"3405 Kansas Ave, Omaha, NE 68111","$113,000 ",3 bds,1 ba,924 sqft,'https://www.zillow.com/homedetails/3405-Kansas-Ave-Omaha-NE-68111/75790972_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/8/2024,Yes,2/1/2024,15,7
7,"6802 Pacific St, Omaha, NE 68106","$132,500 ",3 bds,2 ba,"1,605 sqft",'https://www.zillow.com/homedetails/6802-Pacific-St-Omaha-NE-68106/75811968_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/24/2024,Yes,1/10/2024,16,14
8,"6802 Pacific St, Omaha, NE 68106","$132,500 ",3 bds,2 ba,"1,605 sqft",'https://www.zillow.com/homedetails/6802-Pacific-St-Omaha-NE-68106/75811968_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/24/2024,Yes,1/10/2024,16,14
456,"14733 Weir St, Omaha, NE 68137","$225,000 ",3 bds,2 ba,"1,649 sqft",'https://www.zillow.com/homedetails/14733-Weir-St-Omaha-NE-68137/75864879_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,2/11/2024,No,2/7/2024,16,4
9,"2149 N 121st St, Omaha, NE 68164","$230,000 ",2 bds,3 ba,"1,610 sqft",'https://www.zillow.com/homedetails/2149-N-121st-St-Omaha-NE-68164/75847092_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/13/2024,Yes,1/29/2024,18,15
395,"12706 Deborah Cir, Omaha, NE 68138","$257,500 ",2 bds,2 ba,"1,218 sqft",'https://www.zillow.com/homedetails/12706-Deborah-Cir-Omaha-NE-68138/6639692_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/29/2024,No,1/27/2024,20,2
438,"16114 S St, Omaha, NE 68135","$370,000 ",4 bds,4 ba,"2,391 sqft",'https://www.zillow.com/homedetails/16114-S-St-Omaha-NE-68135/75823041_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/22/2024,No,1/20/2024,20,2
360,"814 N 47th St, Omaha, NE 68132","$410,000 ",6 bds,4 ba,"2,916 sqft",'https://www.zillow.com/homedetails/814-N-47th-St-Omaha-NE-68132/75773101_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/13/2024,No,1/12/2024,21,1
375,"17711 Grenelefe Ave, Omaha, NE 68136","$406,500 ",4 bds,3 ba,"2,353 sqft",'https://www.zillow.com/homedetails/17711-Grenelefe-Ave-Omaha-NE-68136/58581515_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/14/2024,No,1/10/2024,21,4
434,"1516 Castelar St, Omaha, NE 68108","$134,000 ",3 bds,1 ba,800 sqft,'https://www.zillow.com/homedetails/1516-Castelar-St-Omaha-NE-68108/75830385_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/29/2024,No,1/19/2024,21,10
442,"962 S 50th St, Omaha, NE 68106","$220,000 ",3 bds,1 ba,"1,548 sqft",'https://www.zillow.com/homedetails/962-S-50th-St-Omaha-NE-68106/75786684_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/2/2024,No,1/26/2024,21,7
453,"2868 Read St, Omaha, NE 68112","$186,000 ",3 bds,1 ba,"1,128 sqft",'https://www.zillow.com/homedetails/2868-Read-St-Omaha-NE-68112/75777057_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/29/2024,No,1/26/2024,21,3
10,"3904 George #B, Lake Parkway Omaha, NE 68022","$567,000 ",4 bds,3 ba,"2,718 sqft",'https://www.zillow.com/homedetails/3904-George-B-Lake-Parkway-Omaha-NE-68022/2053570938_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/10/2024,Yes,1/4/2024,22,6
338,"11105 Roxbury Dr, Omaha, NE 68137","$270,000 ",3 bds,3 ba,"1,922 sqft",'https://www.zillow.com/homedetails/11105-Roxbury-Dr-Omaha-NE-68137/75877325_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/9/2024,No,1/9/2024,22,0
430,"3416 S 109th Cir, Omaha, NE 68144","$235,000 ",3 bds,2 ba,"1,629 sqft",'https://www.zillow.com/homedetails/3416-S-109th-Cir-Omaha-NE-68144/118809342_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,1/1/2024,No,12/31/2023,22,1
431,"3416 S 109th Cir, Omaha, NE 68144","$235,000 ",3 bds,2 ba,"1,629 sqft",'https://www.zillow.com/homedetails/3416-S-109th-Cir-Omaha-NE-68144/118809342_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,1/1/2024,No,12/31/2023,22,1
11,"4028 Vernon Ave, Omaha, NE 68111","$106,000 ",3 bds,2 ba,960 sqft,'https://www.zillow.com/homedetails/4028-Vernon-Ave-Omaha-NE-68111/75895074_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/30/2024,Yes,1/17/2024,23,13
317,"15519 Howard Cir, Omaha, NE 68154","$320,000 ",3 bds,3 ba,"2,021 sqft",'https://www.zillow.com/homedetails/15519-Howard-Cir-Omaha-NE-68154/75760514_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,1/25/2024,No,1/23/2024,23,2
331,"12678 Read St, Omaha, NE 68142","$565,000 ",4 bds,3 ba,"3,058 sqft",'https://www.zillow.com/homedetails/12678-Read-St-Omaha-NE-68142/180984768_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/26/2024,No,1/24/2024,23,2
332,"7433 Hascall St, Omaha, NE 68124","$250,000 ",3 bds,1 ba,"1,467 sqft",'https://www.zillow.com/homedetails/7433-Hascall-St-Omaha-NE-68124/75887448_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/17/2024,No,1/16/2024,23,1
12,"12639 Sprague Plz #89, Omaha, NE 68164","$53,000 ",3 bds,2 ba,924 sqft,'https://www.zillow.com/homedetails/12639-Sprague-Plz-89-Omaha-NE-68164/2054167011_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/9/2024,Yes,1/6/2024,25,3
321,"4528 S 14th St, Omaha, NE 68107","$227,000 ",4 bds,3 ba,"1,962 sqft",'https://www.zillow.com/homedetails/4528-S-14th-St-Omaha-NE-68107/75868288_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,2/6/2024,No,1/26/2024,25,11
373,"7714 S 155th Ave, Omaha, NE 68138","$245,000 ",2 bds,2 ba,"1,200 sqft",'https://www.zillow.com/homedetails/7714-S-155th-Ave-Omaha-NE-68138/68286916_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/29/2024,1/5/2024,No,1/4/2024,25,1
427,"2573 Whitmore St, Omaha, NE 68112","$91,000 ",4 bds,1 ba,"1,140 sqft",'https://www.zillow.com/homedetails/2573-Whitmore-St-Omaha-NE-68112/75885237_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/10/2024,No,1/8/2024,25,2
13,"10457 Wright Cir, Omaha, NE 68124","$450,000 ",4 bds,3 ba,"2,690 sqft",https://www.zillow.com/homedetails/10457-Wright-Cir-Omaha-NE-68124/75768746_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,2/1/2024,Yes,1/28/2024,26,4
392,"19405 V St, Omaha, NE 68135","$295,000 ",3 bds,2 ba,"1,604 sqft",'https://www.zillow.com/homedetails/19405-V-St-Omaha-NE-68135/91928625_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,2/12/2024,No,1/26/2024,26,17
401,"123 S 110th St, Omaha, NE 68154","$235,000 ",3 bds,2 ba,"1,435 sqft",'https://www.zillow.com/homedetails/123-S-110th-St-Omaha-NE-68154/75799777_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/25/2024,1/4/2024,No,12/30/2023,26,5
443,"1505 Ridgewood Ave, Omaha, NE 68124","$575,000 ",3 bds,2 ba,"2,110 sqft",'https://www.zillow.com/homedetails/1505-Ridgewood-Ave-Omaha-NE-68124/75848318_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/30/2023,No,12/27/2023,26,3
444,"1505 Ridgewood Ave, Omaha, NE 68124","$575,000 ",3 bds,2 ba,"2,110 sqft",'https://www.zillow.com/homedetails/1505-Ridgewood-Ave-Omaha-NE-68124/75848318_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/22/2024,12/30/2023,No,12/27/2023,26,3
478,"16753 Sage St, Omaha, NE 68136","$570,000 ",4 bds,3 ba,"3,192 sqft",'https://www.zillow.com/homedetails/16753-Sage-St-Omaha-NE-68136/58588838_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/29/2024,No,1/26/2024,26,3
374,"7358 S 183rd St, Omaha, NE 68136","$350,000 ",4 bds,4 ba,"2,658 sqft",'https://www.zillow.com/homedetails/7358-S-183rd-St-Omaha-NE-68136/68278347_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/9/2024,No,1/5/2024,27,4
390,"6605 N 65th St, Omaha, NE 68152","$311,000 ",6 bds,4 ba,"3,008 sqft",'https://www.zillow.com/homedetails/6605-N-65th-St-Omaha-NE-68152/75871923_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/28/2024,No,1/25/2024,27,3
14,"4925 N 55th St, Omaha, NE 68104","$200,000 ",3 bds,2 ba,"2,396 sqft",'https://www.zillow.com/homedetails/4925-N-55th-St-Omaha-NE-68104/75806905_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/14/2024,2/7/2024,Yes,1/17/2024,28,21
346,"11074 V St, Omaha, NE 68137","$285,000 ",3 bds,3 ba,"1,564 sqft",'https://www.zillow.com/homedetails/11074-V-St-Omaha-NE-68137/75877595_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/5/2024,No,1/4/2024,28,1
362,"6602 Military Ave, Omaha, NE 68104","$240,000 ",3 bds,2 ba,"1,944 sqft",'https://www.zillow.com/homedetails/6602-Military-Ave-Omaha-NE-68104/75804320_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/22/2024,No,1/12/2024,28,10
363,"13827 Greenfield Rd, Omaha, NE 68138","$262,500 ",3 bds,2 ba,"1,392 sqft",'https://www.zillow.com/homedetails/13827-Greenfield-Rd-Omaha-NE-68138/6659135_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/22/2024,1/26/2024,No,1/25/2024,28,1
371,"2008 N 63rd St, Omaha, NE 68104","$145,000 ",2 bds,1 ba,733 sqft,'https://www.zillow.com/homedetails/2008-N-63rd-St-Omaha-NE-68104/75846034_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,2/2/2024,No,1/11/2024,28,22
426,"440 N 38th Ave, Omaha, NE 68131","$470,000 ",5 bds,3 ba,"3,653 sqft",'https://www.zillow.com/homedetails/440-N-38th-Ave-Omaha-NE-68131/75892688_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/16/2024,No,1/12/2024,28,4
439,"13837 Sprague St, Omaha, NE 68164","$257,500 ",3 bds,3 ba,"2,161 sqft",'https://www.zillow.com/homedetails/13837-Sprague-St-Omaha-NE-68164/75765539_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/2/2024,No,12/29/2023,28,4
479,"3339 Burt St, Omaha, NE 68131","$172,000 ",3 bds,1 ba,"1,302 sqft",'https://www.zillow.com/homedetails/3339-Burt-St-Omaha-NE-68131/75850477_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/2/2024,No,12/29/2023,28,4
15,"12219 Westwood Ln, Omaha, NE 68144","$174,000 ",2 bds,1 ba,840 sqft,'https://www.zillow.com/homedetails/12219-Westwood-Ln-Omaha-NE-68144/118832951_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/12/2024,Yes,12/21/2023,29,22
16,"12219 Westwood Ln, Omaha, NE 68144","$174,000 ",2 bds,1 ba,840 sqft,'https://www.zillow.com/homedetails/12219-Westwood-Ln-Omaha-NE-68144/118832951_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/12/2024,Yes,12/21/2023,29,22
333,"1117 S 10th St APT 16, Omaha, NE 68108","$345,000 ",2 bds,2 ba,"1,053 sqft",'https://www.zillow.com/homedetails/1117-S-10th-St-APT-16-Omaha-NE-68108/91936614_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/2/2024,No,12/28/2023,29,5
17,"6332 N 33rd Ave, Omaha, NE 68111","$132,500 ",2 bds,1 ba,"1,008 sqft",'https://www.zillow.com/homedetails/6332-N-33rd-Ave-Omaha-NE-68111/75895389_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/22/2024,Yes,1/8/2024,30,14
18,"5612 Jackson St, Omaha, NE 68106","$260,000 ",3 bds,2 ba,"1,566 sqft",'https://www.zillow.com/homedetails/5612-Jackson-St-Omaha-NE-68106/75785825_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/16/2024,Yes,12/27/2023,30,20
